id;river_full_name;river_dest;side;dest_from_end;length;watershed_area;ten_km_trib_amount;ten_km_trib_sum_len;lakes_amount;lakes_sum_area;table3_id
I. Бассейн р. Оби от впадения р. Алея до устья р. Томи;;;;;;;;;;;
5107;Хансп-Ега;»;(пр);28;22;;5;19;;;
5108;Пелькут-Юган;Назым;(лв);256;20;;4;14;;;
5109;Сынь-Юган;»;(пр);253;68;494;29;117;;;
5110;без названия;Сынь-Юган;(лв);48;10;;1;3;;;
5111;Пежи-Ега;»;(пр);44;17;;8;30;;;
5112;Шанж-Еган;»;»;30;15;;3;13;;;
5113;Люга-Ега;»;(лв);22;18;;1;3;;;
5114;Выли-Хот-Юган;Назым;(лв);244;24;;8;33;;;
5115;Нюхсат-Юган;»;(пр);233;31;;6;24;;;
5116;Ай-Нюхсат-Юган;Нюхсат-Юган;(лв);31;16;;3;14;;;
5117;Ун-Нюхсат-Юган;»;(пр);31;18;;4;16;;;
5118;Вож-Пай-Соим;»;»;20;16;;4;17;;;
5119;Ун-Потын-Ех;Назым;»;238;12;;2;11;;;
5120;без названия;»;(лв);231;11;;1;3;;;
5121;Ев-Юган;»;»;211;40;;2;7;;;
5122;Хонть-Юган;»;»;210;14;;—;—;;;
5123;Хойтам-Юган;»;(пр);191;11;;5;20;;;
5124;Вурсат-Юган;»;»;188;10;;4;11;;;
5125;Ненс-Юган;»;(лв);175;172;1210;52;201;;;
5125;Нанг-Пай-Соим;Ненс-Юган;(пр);136;10;;6;19;;;
5127;Варм-Юган;»;(лв);121;33;;6;17;;;
5128;Митри-Соим;»;»;82;11;;2;7;;;
5129;Сорум-Юган;»;(пр);80;9;;4;11;;;
5130;Ай-Сорум-Юган;Сорум-Юган;(лв);9;15;;7;14;;;
5131;Ун-Сорум-Юган;»;(пр);9;30;;15;35;;;
5132;Тункор-Юган;Ненс-Юган;;71;33;;15;44;;;
5133;Ешпур-Еган;»;»;60;20;;3;10;;;
5134;Тоу-Соим;»;(лв);53;11;;6;14;;;
5135;Охть-Юган;»;»;25;78;563;23;82;;;
5136;Тунаман-Охть-Юган;Охть-Юган;(пр);65;12;;6;13;;;
5137;Вурсат-Юган;»;»;60;13;;7;21;;;
5138;Нанг-Пай-Соим;»;»;54;42;;10;19;;;
5139;Ильби-Соим;»;(лв);30;10;;4;14;;;
5140;Полух-Юган;Ненс-Юган;(лв);10;21;;2;8;;;
5141;без названия;Назым;»;160;11;;1;3;;;
5142;Бол. Сортым;»;»;150;25;;3;10;;;
5143;Мал. Сортым;Бол. Сортым;(пр);2;22;;2;4;;;
5144;Ханжи-Уть-Ях;Назым;»;141;24;;1;2;;;
5145;без названия;Ханжи-Уть-Ях;(лв);5;14;;3;16;;;
5146;Ам-Уть-Ях;Назым;»;120;16;;—;—;;;
5147;Ить-Ях;»;»;79;164;2210;29;113;;;
5148;Тутлейм-Мозым;Ить-Ях;»;164;39;;9;24;;;
5149;без названия;Тутлейм-Мозым;»;13;11;;1;4;;;
5150;Ай-Тутлейм-Мозым;Ить-Ях;(пр);164;18;;9;34;;;
5151;Мурка-Соим;»;(лв);151;10;;1;5;;;
5152;Вена-Юган;»;»;148;29;;7;27;;;
5153;без названия;Вена-Юган;»;15;11;;2;5;;;
5154;Прюувюджан-Юган;Ить-Ях;»;142;19;;9;29;;;
5155;Нюрум-Соим;»;(пр);141;14;;6;17;;;
5156;без названия;»;»;92;18;;9;28;;;
5157;Нюхас-Юган;»;(лв);82;38;;5;18;;;
5158;Иуо-Юган;»;(пр);68;30;;4;12;;;
5159;без названия;»;»;6;10;;1;2;;;
5160;Бол. Руниха;Назым;(лв);45;31;;4;11;;;
5161;Мал. Руниха;Бол. Руниха;»;4;20;;-;-;;;
5162;Чивеля;Назым;(пр);19;11;;4;12;;;
5163;Ванды-Ях;»;»;11;11;;7;28;;;
5164;протока Северная;»;(лв);6;54;;—;;;;
5165;Вычь-Ях;протока Северная;(пр);53;80;620;5;19;;;
5166;без названия;Вычь-Ях;»;31;13;;1;2;;;
5167;Малая Речка;Вычь-Ях;(лв);13;46;;5;2Э;;;
5168;Сынь-Ега;протока Северная;»;48;175;2070;6;36;;;
5169;без названия;Сынь-Ега;(лв);140;11;;8;24;;;
5170;без названия;без названия № 5169 ;»;7;10;;3;7;;;
5171;Интята;Сынь-Ега;»;128;28;;1;3;;;
5172;Мал. Сынь-Ега;»;»;113;36;;7;19;;;
5173;без названия;Мал. Сынь-Ега;»;21;12;;3;8;;;
5174;без названия;»;(пр);18;12;;2;4;;;
5175;без названия;»;(лв);10;22;;11;20;;;
5176;Вото-Мий;»;»;96;11;;1;1;;;
5177;Еман-Галь-Юган;»;(пр);90;46;;3;7;;;
5178;без названия;Еман-Галь-Юган;»;36;10;;3;7;;;
5179;Тугомы-Яга;Сынь-Ега;(лв);88;10;;—;—;;;
5180;Иламо;»;»;78;33;;1;3;;;
5181;Тугомы-Яга;Иламо;(пр);14;29;;—;—;;;
5182;без названия;Тугомы-Яга;(лв);10;12;;—;—;;;
5183;Пыжьянка;Сынь-Ега;»;63;22;;—;—;;;
5184;Серчипега;»;»;41;13;;2;5;;;
5185;Пырь-Ях;протока Северная;(пр);25;111;595;16;64;;;
5186;протока без названия;Пырь-Ях;(лв);10;14;;—;—;;;
5187;протока Мал. Ондырь ;Обь;»;1163;19;;—;—;;;
;Иртыш;»;»;1162;см. т. 15. вып. 3;;;;;;
5188;протока Неулева ;Иртыш;(пр);3;78;;—;—;;;
5189;протока Нормик;протока Неулева;»;74;17;;—;—;;;
5190;протока Мал. Салым (Мал. Салымсук);протока Неулева;(лв);72;48;;—;—;;;
5191;Елыкова;протока Мал. Салым (Мал. Салымсук);(лв);32;25;;12;33;;;
5192;Варовая;»;»;21;11;;7;20;;;
5193;протока Лайда;протока Неулева;»;58;7;;—;—;;;
5194;Городищенская;протока Лайда;»;6;13;;4;15;;;
5195;протока Горная;протока Неулева;»;40;22;;—;—;;;
5196;Шапшинская;протока Горная;»;11;94;728;16;51;;;
5197;без названия;Шапшинская;»;73;18;;—;—;;;
5198;протока Тонина-Полуденная;протока Неулева;(пр);31;23;;—;—;;;
5199;протока Рыбная;»;»;16;11;;—;—;;;
5200;протока Ерошкина;»;»;15;10;;—;—;;;
IX. Реки бессточного Обь-Иртышского междуречья;;;;;;;;;;;
5201;Кормиха;теряется в болоте;—;15;;;—;—;;;
;Реки в бассейне оз. Горькое, Перешеечное, Ляпуниа, Лягушечье;;;;;;17;47;;;
5201а;лог без названия № 1;теряется;;—;8.1;;—;—;554а;;
5201б;лог без названия № 2;лог без названия № 1;;;3.8;;—;—;554б;;
5201в;лог без названия;теряется;;—;6.5;;—;—;554в;;
5202;Волчиха ;оз. Бычье;—;—;42;785;2;3;555а;;
5203;лог без названия;теряется;;—;4.5;;—;—;;;
5203а;без названия;Волчиха;(пр);21;21;;13;29;;;
5204;без названия;оз. без названия у с. Бразилия;;—;17;;2;6;;;
5205;без названия;оз. Лебяжье ;—;—;21;;—;—;;;
5206;Кабануха;оз. Кабанье;;—;21;;7;12;;;
;Реки в бассейне р. Кабануха, теряющиеся на водосборе;;;;;;3;4;;;
;приток оз. Горькое;;;;;;1;4;;;
5207;без названия;оз. Долгое;;—;12;;—;—;;;
5208;без названия;оз. Мал. Пресное ;;—;14;;4;5;;;
5209;без названия;оз. без названия у с. Солоновка;;—;23;;—;—;;;
5210;без названия;теряется;;—;21;;7;10;;;
;Река в бассейне р. без названия № 5210, теряющаяся на водотоке;;;;;;1;6;;;
5211;без названия;оз. Убиенное;;—;11;;2;4;;;
5212;без названия;теряется;;—;25;;4;10;;;
5213;Сухая;оз. Молоково;;—;14;;2;4;;;
5214;без названия;теряется;;—;35;;14;35;;;555б
5215;без названия;оз. Степное;;—;14;;1;2;;;555в
5216;Космала (Касмала);оз. Горькое;;—;49;;2;4;;;
5217;Фунтовка;Космала;(лв);40;18;;1;2;;;
5218;Фирсиха ;»;(пр);31;14;;2;8;;;
5219;Махаиха;оз. Мал. Островное;;—;19;209;2;12;;;
;реки в бассейне р. Космала,теряющиеся на водосборе;;;;;;4;6;;;
;протока, соединяющая оз. Гусиное с оз. Горьким ;;;;;;1;3;;;
;малые притоки оз. Горькое;;;;;;3;7;;;
;протоки, соединяющие озера Долгое, Черняжье, Горькое;;;;;;2;2;;;
5220;Кучук;оз. Кучукское;;—;121;1020;23;49;12;0,2;556
5221;без названия;Кучук;(лв);93;14;;6;6;;;
5222;Сидоровка (Сидорка);оз. Куликовское;;—;55;579;2;3;15;0,7;557
5223;Бакланка;оз. Куликово ;;—;18;;1;1;;;
5224;Коновалиха;оз. без названия у с. Гонохово;;—;12;;2;2;;;
5225;Солоновка (Сосновка);оз. Кулундинское;;—;12;;1;1;;;
5226;лог Васин Лог;теряется в болотах;;—;11;;1;1;;;
5227;Хорошонок;теряется ;;—;34;;1;3;;;
5228;Кулунда;оз. Кулундинское;;—;412;12 400;45;44;851;1160;558—562
5229;без названия;Кулунда;(лв);409;14;;1;2;;;
5230;Мосиха;Кулунда;(лв);405;18;91.5;—;—;;;
5231;Алешиха;»;(пр);404;11;;—;—;;;
5232;Свинка;»;»;402;13;62.1;5;8;;;
5233;Степачиха;»;(лв);391;25;205;10;20;;;
5234;без названия;Степачиха;(пр);1;15;50.8;2;2;;;
5235;Лазариха  (без названия);Кулунда;(пр);389;14;79.2;4;5;;;
5236;Урывка  (без названия);»;(лв);376;18;101;13;19;;;
5237;Ермачиха;»;»;365;37;298;12;20;;;
5238;без названия;Ермачиха ;(лв);6;12;;2;8;;;
5239;протока Солоновка ;Кулунда;.(пр);233;37;469;—;—;;;
5240;Бол. Солоновка  (без названия);протока Солоновка;(пр);13;15;169;1;4;;;
5241;Черемшанка;Кулунда;»;228;56;627;10;14;;;
5242;Крутишка;Черемшанка;(лв);28;19;135;5;9;;;
5243;Медведка;»;(пр);25;23;199;7;15;;;
5244;Прослауха;Кулунда;»;182;78;1350;8;24;;;
5245;Ярковка (Медвежонок) ;Прослауха;»;45;31;183;5;9;;;
5246;Чуман;Кулунда ;»;106;88;1220;9;15;;;
5247;Ганиха;Чуман;(лв);53;18;61.2;1;3;;;
5248;Пайва ;»;(пр);10;54;591;8;15;;;
;реки в бассейне р. Кулунда, теряющиеся на водосборе;;;;;;68;122;;;
;малые притоки оз. Подувальное;;;;;;2;1;;;
;протока, соединяющая оз. Горькое и оз. без названия;;;;;;1;1;;;
;приток оз. Ветрено-Телеутское;;;;;;1;1;;;
;приток оз. Горькое;;;;;;1;6;;;
;малые притоки оз. Булатово;;;;;;2;1;;;
;приток оз. Бол. Утичье;;;;;;1;1;;;
;приток оз. Горькое;;;;;;1;3;;;
;малые притоки оз. Лена;;;;;;3;10;;;
;приток оз. Телеутское;;;;;;1;1;;;
;приток оз. Мостовое;;;;;;1;1;;;
;малые притоки оз. Сладкое;;;;;;4;4;;;
;малые притоки оз. Кривое;;;;;;2;6;;;
;малые притоки оз. Кулундинское;;;;;;3;7;;;
;реки в бассейне оз. Кулундинское, теряющиеся на водосборе;;;;;;3;6;;;
;малые притоки оз. Мал. Яровое;;;;;;4;4;;;
;малые притоки оз. Бол. Яровое;;;;;;3;8;;;
;малые притоки оз. Бурлинское;;;;;;4;6;;;
;реки в бассейне оз. Бурлинское, теряющиеся на восборе;;;;;;13;25;;;
5249;Рыбальная;оз. без названия у с. Клич Бедно;с.;—;11;;1;1;;;
5249а;лог без названия;теряется;;—;3.9;6.5;—;—;;;564а
5250;Суетка;оз. Кулундинское;;—;61;1040;13;26;25;1,5;565
5250а;лог без названия № 1;теряется;;—;3.5;9.4;—;—;;;565а
52506;лог без названия № 2;»;;—;6;8.9;—;—;;;5б5б
5251;Макариха;Суетка;(лв);41;13;;1;1;;;
5252;Солоновка;теряется;;—;10;;2;2;;;
5252а;лог без названия;оз. Сазунды (меньше 1 км2);;—;6.9;;—;—;;;565в
5253;Бурла ;оз. Бол. Аж-Булат;;—;489;12 800;8;9;282;425;566—573
5254;Паньшиха (Солоновка);Бурла ;(лв);442;22;532;5;10;;;
5255;без названия;»;(пр);419;14;30.6;2;2;;;
5256;Мокрый Лог;»;»;408;14;57.6;2;8;;;
5257;Курья (Аксениха);»;(лв);406;55;482;2;2;;;574
5257а;лог без названия;Курья;(пр);—;13;;—;—;;;574а
5258;Мохнатый Лог;Бурла;—;392;17;47.6;1;2;;;
5259;без названия;»;—;369;10;30.6;—;—;;;
5260;Курья ;»;(лв);368;32;970;3;8;;;
5261;Чуман ;»;(пр);168;70;287;1;2;;;575
;реки в бассейне р. Бурла, теряющиеся на водосборе;;;;;;44;123;;;
;малые притоки оз. Прыгайское;;;;;;2;5;;;
;приток оз. Конево;;;;;;1;2;;;
;малые притоки оз. Боготское;;;;;;3;11;;;
;приток оз. Горькое;;;;;;1;1;;;
;приток оз. Айнак;;;;;;1;2;;;
5252;Таловая;теряется;;—;12;;1;1;;;
5263;Поперечная;»;;—;36;;1;3;;;
5264;Карасук;»;;—;531;11 300;74;174;149;89.9;576—583
5265;Зелениха;Карасук;(лв);471;12;;—;—;;;
5266;без названия;»;»;402;14;249;4;5;;;
5267;Солоновка;»;»;388;21;;—;—;;;
5268;без названия;Солоновка;»;8;12;;1;4;;;
5269;без названия;»;»;2;18;337;1;6;;;
5270;без названия;Карасук;»;376;10;;;;;;
5271;без названия;»;;362;13;224;;;;;
5272;Солоновка (Курья);»;;339;21;309;1;3;;;
5273;Старица Карасук ;»;»;162;17;236;1;2;;;
5274;Курья;»;(пр);115;72;157;5;12;;;
5275;протока Старица Кривенькая ;Курья;»;0.3;11;245;—;—;;;
;реки в бассейне р. Карасук, теряющиеся на водосборе;;;;;;11;35;;;
;притоки оз. Кривое, Яровое;;;;;;2;6;;;
5276;Баган ;оз. Ивановское;;—;364;10 700;2;2;669;318;584—587
5277;Баганенок ;Баган;(лв);129;180;898;—;—;;;
5277а;лог без названия;оз. Горькое;;—;2.8;;—;—;;;587а
;реки в бассейне р. Баган, теряющиеся на водосборе;;;;;;16;39;;;
;протока, соединяющая оз. Барлаколь и оз. Шелковниково;;;;;;1;2;;;
;протока, соединяющая оз. Баган и оз. Харино;;;;;;1;2;;;
;приток оз. Куклей;;;;;;1;1;;;
5278;Бурла 1;теряется ;;—;14;;—;—;;;
5279;Шагалка ;»;;—;18;;2;8;;;
5280;без названия;Шагалка;(лв);2;10;;—;—;;;
;река в бассейне р. Шагалка, теряющаяся на водосборе;;;;;;1;2;;;
5281;Чулым ;оз. Мал. Чаны ;;;392;17 900;27;48;1092;330;588—594
5282;канава без названия;Чулым;(лв);388;10;;1;5;;;
5284;канава без названия;»;(пр);361;15;;—;—;;;
5283;канава без названия;»;(лв);345;10;;3;2;;;
5285;канава Южный Чулым ;»;»;331;54;857;—;—;;;
5286;канава без названия;»;»;320;13;;—;—;;;
5287;без названия;»;(пр);280;16;;2;5;;;
5288;Каячка ;»;(лв);274;21;;—;—;;;
5289;без названия;»;(пр);265;16;;2;10;;;
5290;без названия;без названия № 5289;;1;12;;3;19;;;
5291;без названия;Чулым;(пр);255;20;;3;11;;;
5292;Сума ;»;(лв);222;111;3650;29;36;;;595—597
5293;Мал. Сума (Сума);Сума ;(пр);48;56;1600;2;7;;;
5294;осушительная канава без названия;Мал. Сума;»;56;18;;2;6;;;
5295;осушительная канава Осиновка;»;(лв);56;36;;1;1;;;
5296;осушительная канава без названия;теряется;;—;25;;—;—;;;
5297;Зайчиха;Чулым ;(лв);19;20;;2;3;;;
5298;Каргат (Каргатенок);»;(пр);5;387;7210;137;304;452;115;598—606
5299;канава Журавлевка ;Каргат ;(лв);377;20;;1;1;;;
5300;осушительная канава без названия;»;»;370;11;;—;—;;;
5301;протока без названия;Каргат ;(лв);330;17;;—;—;;;
5302;осушительная канава без названия;»;»;316;10;;1;3;;;
5303;без названия;»;(пр);310;17;;3;12;;;
5304;осушительная канава без названия;»;(лв);298;28;;1;3;;;
5305;без названия;»;(пр);243;20;;3;15;;;
5306;без названия;Каргат ;»;236;12;;1;0;;;
5307;без названия;»;»;222;19;;3;12;;;
5308;без названия;»;»;195;26;;4;19;;;
5309;без названия;без названия № 5308 ;(пр);5;17;;—;—;;;
;реки в бассейне рек Каргат и Чулым, теряющиеся на водосборе;;;;;;27;64;;;
;приток озера Бол. Тороки;;;;;;1;2;;;
;приток оз. Бирюза;;;;;;1;2;;;
;малые притоки оз. Бол. Чаны;;;;;;8;13;;;
;малые притоки оз. Стародеревенское;;;;;;1;3;;;
;Чулышенок соединяет оз. Фадиха с оз. Мал. Чаны;;;;;;1;6;;;
5310;Карапуз;оз. Сартлан;;—;75;757;11;36;50;4.9;607—601
5311;без названия;Карапуз ;(лв);62;11;;2;5;;;
5312;без названия;»;(пр);51;10;;2;10;;;
5313;без названия;»;(лв);51;12;;—;—;;;
;реки и протоки в бассейне р. Карапуз, теряющиеся на водосборе;;;;;;9;21;;;
;малые притоки оз. Белое;;;;;;3;2;;;
;малые притоки оз. Сартлан;;;;;;9;8;;;
5314;без названия;теряется;;—;19;;1;1;;;
5315;без названия;»;;—;21;;1;3;;;
5316;Кожурла;оз. Маук;;—;60;296;5;15;20;0,56;
5317;без названия;Кожурла;(лв);45;12;;3;7;;;
5318;без названия;оз. Поперечное;;—;15;;—;—;;;
